ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1,-24.585888,-23.7975638733,-315.052656,-172.605432,-32.5948393971,0.965330983077,-1.40110496977,70.69095679,-51.5846867335,-495.926328,-517.410216,20.0710740716,6.26814991414,-22.0067197992,6.14802759027,0.87701105662,39.0433251873,-4.49115032316,70.5815432441,-16.6873851043,-185.940648,-76.577664,-0.309742635753,53.097337341,-0.595139893807,4.69078233762,-6.67465328423,1.12997434972,-0.470739264442,11.4871967698,-1.50982458696,24.3360754809,-9.08374225479,21.1693631126,-6.97701266249,-21.562848,1.40712407303,3.50724668724,0.84585684931,33.1513324772,-2.43792174688,4.02973438929,-5.07707318329,-2.80693545606,7.5067917258,-10.8162398347,18.3459759476,-14.3573361434,-5.39848242544,-15.5459548683,2.63213428229,-13.513708147,8.87831693899,0.912518245845,5.49633730582,0.399104562811,11.6643665194,0.247261099245,7.14695812736,6.48301536039,1.73276014922,-12.6364791563,6.0796868187,-2.53445018923
2,-11.117096,34.4615156464,410.257348,189.630906,57.250528774,2.31176951601,0.381949628858,-108.906826532,102.498683055,663.587674,780.454078,-10.5771124568,-2.61552038635,24.7617543865,-6.34443922666,-3.72420622826,-46.4337931322,1.966046483,-115.086699922,7.10894298583,422.322734,78.589712,39.610040554,-121.606572725,0.732385162722,3.91334530176,13.3565347233,-1.20640848461,1.11131768934,-13.583331748,1.65598692935,-20.6597608575,39.0149671859,-91.6375278673,22.1062647171,-17.277416,14.5512263415,-14.2365635123,-23.8519416686,-44.8073499547,2.76095001564,0.728674743232,1.8568663541,2.33268079825,-22.6612827851,19.3579012293,-50.4157051643,11.4143236294,1.8129994962,8.24724048466,-9.78084241873,12.9002411957,-17.5595541169,-1.88508297234,9.04856789046,-19.2118052983,-10.2124361918,-2.71241918622,-5.23824265029,-2.62477617983,-2.65836891009,7.52073838185,-5.71471598203,0.510785122168
ukbench00240.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1704.882,598.916504153,1588.974,1649.674,657.266324652,-29.9216788923,-180.482726599,-17.6836336548,521.18994538,1377.94,1892.6,303.691989442,-24.3978325811,-162.400597255,-35.902639708,-3.34348851698,-76.7903822233,-63.1586191957,103.122049966,189.988735246,2532.406,2196.34,-263.328544394,-310.476895757,184.302044236,-8.24910770932,-9.13660220944,26.73234805,-3.96250336346,70.2762255159,-77.8681540784,32.3176083274,218.620325522,6.75286419295,193.174569498,2145.15,449.579202373,93.9184016098,99.4338527584,75.9941799877,-212.711312409,60.2604037934,-20.9643954917,-16.9138354279,21.5364658847,-193.521138846,63.8559849818,-8.87403325786,-205.325428556,11.9795053637,25.1192612949,-33.2017810061,3.42645956566,77.6557799267,91.8152768567,36.5136449727,-44.2943088038,52.6836978391,-72.8019229802,-12.9226628468,109.889892216,1.06778307764,19.7551299777,0.355335778367
1,-5.009448,0.414282636212,-27.621336,-44.936136,-21.13832453,-27.0853992137,10.1958569918,-5.20883486166,-37.0129041979,-64.26216,-134.5704,-33.9381190068,4.29438314107,6.62974271189,5.89199271008,-2.59940040635,0.238487318304,2.97429727238,-10.9377841549,-64.8545533918,-125.436984,-155.85576,-60.3364199424,26.0580909198,12.3006063722,5.45011319724,-1.3828198857,-0.321043520986,0.280454290588,2.91298713935,-3.35991311249,7.29659527708,45.9124737164,58.4360091102,49.0401287333,-104.4246,61.7175937565,8.27589460474,56.134305588,16.9605161753,8.76499921429,3.60409464994,-0.267458089186,-2.34280441023,-2.35364536864,-6.24173768661,-3.31250111344,-4.33677166329,-14.7724287989,-2.80370389157,17.7373945968,-26.870375099,7.14300884676,0.513846602768,13.6783836657,-5.79957372301,-13.8756468648,10.1672168777,-0.124761778947,0.912854678079,3.57723435729,3.17380072164,-5.40224951577,6.95711097296
2,3.649134,-22.7528156271,-2.120462,-1.193562,18.9118477019,44.9546684447,-22.6605086247,9.63779475716,42.9116192034,2.89478,18.1102,43.289678604,-2.38219267175,-8.65235931472,-1.62644317746,2.65378684005,-0.70684232325,-0.127233254677,5.48232900371,96.8487779406,61.028522,89.59558,48.0441814449,-41.0223488797,-12.1642048345,-8.23506598286,3.72649124271,-1.5587716018,3.45035056313,-1.94570564521,5.66261544395,0.149233471956,-32.651865136,-43.5826770333,-41.0445373712,51.94205,-55.6479587777,-0.62306744956,-41.1640432581,-2.75880256264,-12.7046118598,-6.39667344087,2.67396342497,2.2216659741,-1.15106513575,-8.88018982798,3.87906193658,8.19841449308,14.2612313382,3.83671917979,-18.9183675732,20.016390072,-6.17213941026,1.69795855323,-10.0072060543,4.21232576791,13.2206755222,-10.33845127,0.339467566401,-1.89418374215,-3.95245325406,-3.97026463393,6.81322481639,-9.92169478359
ukbench00241.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1849.48,676.729566811,1794.412,1830.358,732.531374993,103.183905862,-202.91318672,129.585843591,733.072265849,1391.944,1725.402,505.99954137,-49.5233792112,-221.863966683,-99.4616398417,52.6732431032,-54.1756931474,-139.439442741,273.40344626,306.594424041,2120.028,2431.234,215.565547248,-23.2370007653,113.517457129,-16.4628600796,-65.225051576,-2.72679353869,35.5838502625,66.4159701043,-33.1400560236,-69.652846374,121.749330133,-311.586780547,86.6838224565,2699.984,-14.4111553585,-94.2870498994,232.971458029,33.4758492349,-145.515867551,32.5585990409,65.7862127886,17.3909202232,54.7506113678,-154.472986349,78.6613867663,204.136305613,131.03484201,-89.9863201996,-17.9788970184,-156.900171022,48.1551795701,-16.6227297097,65.5410602258,59.2987499049,-58.1856205625,50.1169002234,-70.3966302966,39.0136450138,69.8797400445,-17.0031664877,-1.79367205563,-1.77655088484
1,-5.34672,10.3468344874,-28.432368,-41.937912,-3.43205546961,-11.3302754589,-1.60935416195,-14.0115843184,-22.8700713335,-40.576416,-122.614728,-34.4972560452,2.11794059327,12.4465448222,11.4298437167,-8.91543605327,-4.54003282872,5.16560971846,-1.85616186371,-63.6600394764,-148.911792,-136.055976,-52.3804967422,19.4198403534,3.01246090866,-1.88157720361,0.506611349544,6.29895467206,-5.93861850941,-3.22150353495,0.274986801159,8.97478028616,47.7535973685,33.1770401525,-21.686744317,-64.286976,8.50464316413,56.8713889719,45.9675458594,14.619511897,0.129428155283,2.6891523065,1.56136654894,-0.41511370036,-0.741986773067,-2.06667682329,16.2538280014,48.2527834092,23.7122462066,-7.2727412735,-19.3717107012,-11.1597654424,4.75841601392,2.44430786888,15.7247610793,10.0649135239,-19.292213812,9.2220413854,-7.93371119042,1.50309026911,19.4232707134,-4.41547164303,1.1544922578,0.460998323429
2,4.64876,-33.2204977182,31.078244,-1.681254,-23.4731289977,29.0360190737,1.56113507235,46.2574434331,24.5906605598,-8.516072,24.668374,36.1103990605,2.99713496243,-33.0225101543,-29.9172777901,34.7894643825,15.4355810047,-5.86821863359,2.47119985822,77.3686672865,24.222036,53.308158,91.6092840437,-29.1068318951,-0.756439933122,-0.36199200292,-9.01842549762,-29.6425211242,20.2938819401,5.44654042905,1.14072034085,-6.80423965377,-34.959863224,-51.3323894074,31.0272723089,8.567408,-2.69106767024,-45.3733885075,-29.2150359779,-5.71826364501,1.13213370164,-1.09847882717,-2.75696978704,0.365847436328,-5.11640380575,-9.62724598458,-2.64385245587,-31.2177830617,-11.0516238302,6.74924112509,15.8439563841,-10.1279072284,-2.31855805819,-0.908598810634,-11.1695690511,-4.30268972309,12.7397415513,-9.51665884,6.47881459761,-1.91310878734,-13.3415481334,2.52047779862,-0.100064280349,-2.94279014882
ukbench00242.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2047.774,770.110519707,1948.194,1748.204,781.866719221,76.7272093754,-264.447043896,146.303635045,835.650124566,1389.66,1854.966,420.582162713,76.3657657969,-288.24173575,-66.0055895966,118.906162676,-9.50210092558,-114.289808223,315.030960609,359.923479002,2444.94,2525.76,117.185208857,-45.4355048282,236.539475392,-79.8408408773,-29.5552247727,-7.37083994264,-46.9839065332,76.4471716723,-25.6968485705,-113.261535783,27.3469565434,-255.798290774,165.444164251,2920.088,46.2052519437,-36.4046561424,315.084739371,50.5340932243,-76.6355744662,50.8441974493,-5.53139720663,8.11708609567,85.8760547401,-87.39240513,23.1874455687,120.839371497,5.73111068392,-52.3928822833,-37.8047569494,-141.386135155,85.2217007634,-64.5431110754,-15.3221067969,128.233419969,-55.1076554355,26.2308331549,-92.3459943086,75.7637102784,-19.0013831734,-110.632312259,75.1669440268,-53.3376324374
1,18.175464,-6.26720148431,-23.797416,-33.955056,11.153237298,2.51848762412,-2.98535333354,-14.9245275079,-11.6127487905,-35.90424,-151.696824,-31.1496373784,5.58317843054,16.3874362451,-4.24890282477,6.25043753012,-9.79552761236,5.59997651611,-3.3444816344,-67.2133779008,-144.91416,-148.76064,-42.0444602044,46.6651198013,8.77902647485,-2.82675269589,5.72235744483,-6.17743797843,2.35511687164,-2.90982678861,1.34947155628,5.65350539178,55.6592748716,38.0696488206,3.27577145136,-46.297632,9.82273590906,65.510174111,45.278345265,2.60581293947,3.32718178618,1.24430712539,3.26373088255,-3.65026539326,-0.641778165302,-2.19722351037,4.4698425812,19.9820211915,19.0714717647,-7.7655775689,-32.1184191755,-14.2306399808,13.1501562593,-0.171115966665,13.8425727245,13.1060982017,-3.40890682966,3.55098843174,-5.7949237313,13.7488339515,16.5405410405,-6.75556152266,1.03066281008,0.0897948456589
2,-45.470862,14.60449623,36.937678,-0.145452,-40.6495964879,6.72289344261,-3.18900082632,56.0950107329,14.167140661,-11.16558,52.073242,36.9347338326,6.28642141966,-48.9243946591,2.69527750364,-5.54955442456,32.9916889792,-5.88577312429,3.22459365284,78.8580801187,23.57178,65.76712,86.1053490474,-48.2272373401,-5.14680225522,0.459800427107,-22.9448240309,6.00443644743,-1.36867068469,16.5674319077,-1.60389723163,-0.919600854215,-34.6135563809,-61.9156589589,16.0783790476,5.641256,0.577274205101,-47.4396363657,-14.8745132961,-3.76411182981,-3.63453072314,-0.290125134714,-10.3475425984,2.7539040648,-3.89830849825,-6.24285988194,0.609033899063,-9.8457845058,-9.78545082911,5.69041940993,23.929788895,-8.48864410595,-7.72259852907,0.0712463730405,-12.6086664479,6.48763924466,-2.71622096235,-4.58590425983,1.82324241614,-7.24664486981,-18.7999849725,3.43976384531,1.15447312333,-3.26978842993
ukbench00243.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1948.876,777.370927126,1753.86,1394.894,845.795485672,-114.932072639,-196.995604861,-68.2024945419,425.053681423,1160.786,2206.034,353.41275223,270.666727111,-206.703430107,-39.2359410745,91.7535776438,8.64650172035,243.968128079,225.006046069,91.2437189016,2220.044,2559.506,149.113922802,-218.325083102,50.835780613,-168.043926549,53.9227203607,4.57137516862,-77.7981188119,9.17439449039,5.05722191212,-61.3528269764,243.215685621,-265.119665368,77.1175154048,2666.612,160.466505217,43.2485259622,190.693728042,-32.9441049355,-37.0585541043,54.8509522883,-46.1427297302,-69.7529267695,70.7517416636,-210.576797243,59.3432295043,115.445560444,-15.5304927556,-97.1447828107,-53.1645304503,-74.5010735325,92.2226381567,-74.1492576514,-11.4549400569,101.479785156,-32.5919075168,70.2439876431,-66.1429195311,62.6407365067,-44.8930620321,-109.847097895,20.5922277272,-14.1637687048
1,5.145936,-4.20111662367,-8.94504,-18.552216,-5.96940199441,-2.2453339087,3.35659132003,1.94805826775,-22.1199375179,-90.683304,-128.611176,-55.5246915471,-0.386714596956,0.21840024909,-2.59703915852,1.03754429844,0.706688173972,8.241394738,5.77480328222,-73.6385402239,-191.784816,-96.729384,-27.2075438942,29.557840089,26.6833570875,-3.33004867532,-1.01738793124,0.165133989492,-3.18233656597,0.455281895039,3.53059650798,12.2697338377,48.1790244337,51.9602423254,-15.531584918,-86.073168,45.4826765124,60.1996587731,40.8531506616,6.61622844594,6.22282818209,5.27543533456,1.23989178971,-6.07520905718,5.2856258521,-2.96984049627,1.62554232343,19.4577096526,4.01086188536,-14.4618189099,-22.6578904718,-17.7163537081,11.7841854002,3.62230932537,21.5729231875,7.35242598258,1.88695472831,17.013158861,-8.20129145149,2.15158359563,5.44004424345,-10.4736733694,-0.150519198743,3.48462558864
2,-34.848588,17.0619719444,-9.88218,-20.601422,6.58132191028,4.06841248331,-8.53182295448,5.64331586813,26.6128995538,30.811582,25.643758,52.0770154731,3.10502839799,-5.52899750359,1.75853496683,-0.156239420151,-0.114950106777,-5.74854846125,-6.32618405606,98.1831288747,84.102628,43.132222,58.1838080553,-48.5487189523,-17.5513292793,7.89021566253,-1.23261334274,-1.56077052892,0.603589949287,0.349521203763,-5.1265333949,-6.6721478644,-18.3421120712,-55.5343401103,20.6654300497,42.343644,-31.1043743607,-44.8921593312,-19.4413648536,-5.75254701019,-6.23578965168,-5.7336534566,-1.01226427012,4.20386082453,-5.1362820166,-10.8529787031,5.07998805212,-8.63438736237,2.11589707763,11.820485173,13.7062877317,-1.67475395911,2.46247861799,-0.531149680445,-20.8460513192,3.84441043174,-4.76491934546,-14.7922637405,6.52416148713,0.450197635321,-9.9246489196,4.63059596409,3.21636604301,-4.31898212018
ukbench00244.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3253.604,-23.4718152422,2351.564,1888.95,-161.959909318,400.035630836,-172.819459841,691.609011662,-260.802218476,1847.49,1943.604,-61.5570678131,366.442025668,-53.9623759159,-192.777107541,176.015509237,95.1002052153,-258.173202731,209.549977619,-186.180650992,2780.346,3382.498,-462.160558694,414.476185182,-283.90914004,183.410771118,62.9462890835,108.536886843,-15.7569954442,-126.285609169,-40.4252861884,74.4654151268,-81.5731104386,347.149331681,-35.3745954889,3303.414,-83.8541460114,206.487187779,360.676066771,193.048636545,-130.017557685,131.925524764,53.3541913047,38.0194945073,97.5769042551,21.4413918852,184.47143129,62.9162245114,46.1124260003,-21.0527343472,-156.512429161,157.054644643,89.6666353826,-26.4801785804,42.4449830651,110.581839077,33.0760440525,-154.484446913,-23.5737477886,92.4960698355,34.3543347211,-0.625924170233,66.4875227721,10.0901649348
1,-22.336656,-18.0712870575,-36.978096,-24.2238,-24.4276200159,-6.44458517465,3.86583981414,-14.2424479126,-6.1122229949,-45.96036,-30.232656,-17.6189587917,-2.08769743727,-11.5244398157,15.4051640994,21.4978664422,-4.98191234157,-5.62988537512,-11.7095015951,-4.16522437254,-36.291144,-70.216872,-7.37937318605,-1.02858127363,-11.5943134278,-2.14638586474,-2.5410609154,19.8031576427,13.1536475884,1.02330565215,-2.96542494548,-10.8914526135,-4.15821006685,7.89937052533,-14.0793390744,-88.781496,-36.2831059405,29.6190841559,-1.76475535121,-1.20121037246,-9.54817796448,0.568629091217,0.890425806892,-1.890904757,-8.48740986865,-4.03398736421,-3.5422146508,14.4020826348,7.32824025389,-5.4291547283,-19.4052105921,-1.12558938279,0.655699110569,-2.96825494834,-1.20516810529,0.0267721334708,-12.2214922396,-22.1442254785,-8.85790452408,10.7815233889,-0.0722075652911,9.88262118143,11.7163285392,7.80851390044
2,7.412348,24.6293189189,6.014868,-17.78935,27.8123649872,19.1769668758,-10.858349071,30.7954977397,8.81625898542,4.64163,-13.977652,30.2010259715,9.21783539406,8.95483275604,-23.8834055186,-21.8561008462,8.82695819934,0.20027053715,15.0851357359,7.57294777745,1.179302,146.522926,0.248386083627,7.15010345738,5.04892108346,6.36158090925,2.59598909642,-22.2998083285,-15.3010518351,-4.73184335159,1.14054240222,14.4645551027,-0.824656187825,3.07933238843,30.0500707706,128.757818,51.7342674038,-115.793768658,4.60487902386,5.53978847923,11.0926119678,5.63021119586,-1.41634796092,0.900201932151,13.998337517,0.789471637488,2.58032739686,-53.0188521147,-54.0122414259,-19.0789244051,77.309996813,1.93190656853,2.78571181877,6.4359768826,0.604345251844,1.80337525529,62.988137005,57.7140286104,43.9742920822,-37.4953915716,0.785665965486,-60.1576362499,-29.9202752803,-44.9683084849
ukbench00245.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3447.932,-155.86237866,2023.782,1773.71,82.3979676139,-39.1665880752,54.8565527152,520.667503898,109.326528681,1987.098,1877.268,179.955357406,411.472090157,-54.6306241746,22.401142828,-29.0033230268,240.372464983,-87.7383255316,341.136657305,157.829898568,2902.778,3158.616,62.9179301045,523.922910395,-57.2952776976,256.039122827,-134.541208515,-54.5118736658,-37.8832063578,45.3271514727,-110.750575332,323.443369637,32.7195591801,237.781020209,-145.358539812,3044.886,-147.432819533,61.2634550525,-79.0374012235,283.074643499,-3.1779462834,42.8535868482,-78.9578854744,-94.2146972775,116.443046022,-104.073561522,91.4161788854,-33.5324869553,2.35240735798,80.6439360004,-118.717571707,-76.2917489884,76.2205624941,-32.1938623967,-68.4318296506,17.5941303956,-66.719965178,39.1553309014,1.81931202906,56.668112471,-30.9310966423,93.7534295321,-23.046048677,-30.4464029824
1,-27.033648,-12.1427459435,-41.613048,-53.98044,-17.5351049899,13.8396361937,21.311191097,-0.642685696138,-27.483250089,-44.611272,-34.555152,-15.7596937686,-17.4388677963,7.45073544582,9.69901602201,-8.24521501485,16.7746715427,-16.9437130244,-4.66844977245,-14.8159066091,-61.350792,-107.507424,-17.6558616508,-11.1427508176,-4.46859577986,-12.79935116,16.3776076623,-14.184603141,-9.88642218176,12.7819595697,-5.86472511091,-8.54167455425,-5.00826869462,-2.28090886874,-36.831748619,-88.483704,-23.2179465157,3.2785312748,-2.6403794746,-3.32127489438,-3.888877708,0.0240748001962,6.17581351143,0.534728425771,-0.121862622544,1.65543863295,1.88157720361,-5.02542336787,17.727941611,21.9527471091,-8.01923578004,-1.32104240799,1.53683009651,2.92661348379,1.98106147341,1.9488406246,-7.4275786162,13.0115171354,0.660799374798,9.34905395932,0.939710153341,11.5608056597,-3.52808168255,-6.25289042538
2,15.734484,17.8863752022,0.155434,11.61477,30.6570300193,-15.230478233,-21.6652788139,12.5105236242,40.3338722061,0.643126,-15.164084,22.1594838295,29.2959095766,-9.34822576109,-10.9303434865,10.1281000525,-14.0854214172,18.850980948,7.59240828263,18.1268281496,22.261286,147.864792,19.5952966581,13.221555073,4.0270612677,20.1192936888,-23.3661586258,16.3605857488,12.8983156392,-12.2794882662,5.94618509823,15.4184393221,3.06205703794,7.20405017516,56.5091951382,60.686282,31.7999703382,-54.3140896054,2.31841338587,5.88463879956,5.77581228345,2.77503196123,-8.41546584719,-1.69122393648,0.804945704872,-3.25554044035,0.36199200292,-25.1783336079,-15.0778276441,-26.5005845271,57.4206033378,-1.7368043524,-0.637221523754,-1.79352827369,-2.92719926205,0.468124504052,55.6747526816,-14.8094054231,-0.576526238139,-37.0913425724,0.449084256549,-67.7167924049,7.79415595989,7.62301645013
ukbench00246.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2735.864,19.9082076542,1608.658,1661.42,-5.03452092592,85.3568077884,-246.239180654,590.081820238,60.1739456009,1902.594,2174.914,195.917495532,397.088765815,-92.9167972566,102.810497557,81.0580585292,246.145284745,-91.2133291591,244.789030801,70.1443063431,2870.93,2691.544,-72.2572018351,443.421227106,-86.954927522,304.519777959,-66.1714670609,29.7859571641,64.1204261242,86.5140243207,-136.019567843,216.562765447,-61.2008653631,-9.848410753,-57.3387514483,2449.682,110.078988332,120.523166494,-157.437910975,-58.1425621898,-154.682896229,61.3557177758,2.47154640316,-92.3274178251,-72.2727272748,-197.007771822,33.0035019051,-30.5935096704,-64.7353855723,4.28409746897,-50.6938993568,9.57147130923,-53.045923308,-152.603178402,-51.9666458429,5.99123172981,46.251078449,6.00899342652,-11.3772954583,-26.4837352766,-36.4753397746,-16.3675232916,4.18543794688,-2.87590693735
1,-23.611296,-14.5450781336,-28.571112,-31.25688,-16.7220783212,4.24910828633,0.538998759543,-5.11832614859,-19.4090470341,-31.919016,-45.635496,-29.4482601918,-15.1171450086,3.51780313635,13.0027433545,13.3298266748,15.1140340955,-5.33134702221,-25.8731812293,-34.4061664367,-118.96452,-131.718816,-34.7699820657,-24.9066657779,-8.64342231351,-6.64254978876,12.4941460831,15.8899584057,8.78972630024,14.9034640307,-1.60763920537,-8.08224747952,-10.4187507376,1.49069917006,-1.50351654149,-96.828648,28.3831730686,41.8322446813,-10.8202488445,-3.10033513796,-0.448007632509,0.62070328474,5.96088110615,4.62336192775,-3.11790195331,-2.01331233308,3.71928550252,-3.93097999862,-2.09166341644,1.33460790535,-5.70614807742,5.02819127917,-3.78587924679,0.721957055041,-3.31132451142,3.48423118139,4.72029675903,3.78947575005,-3.87685648041,-5.51016971659,-2.79004449495,-3.08744716782,2.40571956216,-0.4348458469
2,-5.607032,24.8526176681,-13.303154,-8.14246,25.0835741128,2.11348105181,-5.04743579103,12.2159260964,30.6479141286,-8.979522,6.478318,40.4181742835,19.8282188045,-2.89320172824,-12.8038285601,-18.0047465597,-11.1431020175,7.13029549256,29.9447454795,41.5651976639,103.43491,127.239128,47.5056762117,36.9821146608,11.6551889463,11.7692775991,-17.712560174,-16.7620423139,-9.49947105178,-15.0933633458,1.76029354565,18.0159084016,11.5422359963,-11.290003502,6.33585658266,65.822734,-18.4372137352,-64.5728969585,20.8632961422,9.18895020225,3.90232531759,-0.06462657532,-10.4261028747,-5.26710790129,5.03180535753,3.55570921076,10.7518683207,20.8441979615,5.12805440677,-2.38815270248,12.9530620321,-22.9683823242,5.05273297031,-1.36948678825,0.998723403995,-1.0523550499,-22.710047115,-5.29274658308,4.00069211282,4.57818579731,13.8567652836,14.0510819112,-4.54377263544,1.40851064581
ukbench00247.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3293.56,-150.297838398,1829.312,1853.924,171.481416092,-47.1100284242,37.517175541,539.786583533,216.349351485,1975.554,1871.574,320.427981777,354.043354891,-74.0106351305,39.7394011027,-3.75060019711,195.172785316,6.3630945252,282.450875796,424.915367245,3032.84,2845.786,-12.9832891917,513.669756388,39.7657921725,212.595896404,-179.229187591,-48.4264731513,-45.7058141434,30.5271212737,-249.002824817,241.017346367,-37.8213067472,169.683496573,-42.2600918302,2771.096,3.83497731353,84.2643079653,-85.992184341,77.5653712555,-215.973234248,-135.034351725,-85.2858972295,-109.428399484,-159.088630285,-217.33896203,-63.2012041025,-142.458974265,72.9634821468,-12.7036071955,46.650662782,-26.7335880343,-21.7594327137,-97.7741770189,-82.3844689389,-19.6117962115,110.903608616,-59.0094751036,6.4101856009,-62.3754974259,-21.9073253694,0.0391635806355,-4.22142073455,14.1476302535
1,-22.31184,-11.565088617,-34.579968,-43.949136,-16.726887087,11.1295237179,15.4530016623,-1.28802772914,-26.8708353184,-42.612456,-39.239736,-23.9118464303,-14.2341357089,4.80148867624,13.4797179911,-3.39144620547,12.7554822553,-8.89566892613,-16.4047558298,-18.4639396908,-85.07376,-131.855304,-14.8624179323,-9.72528923304,-8.49622407019,-6.64254978876,16.7621360359,-12.0484838892,-11.8910155887,14.3399530582,-4.39596684745,-1.93421988926,-0.77418088528,-0.0217425261509,-21.9071854608,-102.138144,13.1317984288,22.5022663208,-12.1298382648,3.31250111344,0.683215636515,2.79833030086,8.85100230781,6.87026633386,1.18253916609,4.60337298471,-0.247261099245,-4.58009904274,31.5579664213,-5.63894278846,10.3793828532,-4.35751194608,2.48902249118,3.36129882112,0.668383466644,-1.80744831525,16.8095199191,-8.99232784804,0.697500707843,-4.18649764635,-1.79211049821,-4.14549875975,0.753690155554,3.67185994548
2,1.73972,18.1777043898,-9.491456,1.480188,31.3722681487,-9.34076619992,-16.7876867656,14.423225168,41.1062928278,0.317998,-9.678262,34.3927762424,23.8990773209,-6.98772923635,-14.2175132066,2.26240203756,-10.0914093739,14.3680860022,15.8852043784,23.9186800976,42.18108,158.438582,23.5413735463,11.6068378263,11.3920618568,11.7692775991,-23.4135200428,15.2023061833,14.7117050842,-16.897158274,3.44876121717,11.6714691749,-0.575624920095,9.96642457002,17.0407160127,61.962552,2.95363460511,-58.9341921563,6.39935370346,-3.87906193658,-0.320929843787,-0.718354544227,-11.6888807429,-6.51826751402,-4.94383878409,-6.03828975024,2.71241918622,43.8672994757,-36.8916534031,6.62686717755,-5.02856300435,4.66476848644,-2.38804669234,-2.25392461039,-0.0352282654167,3.39815685096,-51.1766907876,10.8153933797,-3.05885649923,15.6221915889,-0.43993628991,12.9961552128,0.0165188745379,-3.3895602939
ukbench00248.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1869.072,-46.1622213485,1977.982,2135.214,-60.9070570567,-51.9160155781,14.8926442659,-34.9501145403,-29.6998375372,2039.43,2005.928,-27.2548231048,-68.8511050711,50.4437433224,-12.6826672274,-21.6685648298,10.5203346905,-12.540742178,-84.4968245745,-2.85274173463,2045.122,1885.322,-59.5080093977,-85.5575943416,-29.3177414198,-6.88863426232,-34.3066548177,-21.5735908576,-7.26404220525,-52.4514594041,-13.0931466891,57.6589011515,-45.4432337285,-100.50114827,-49.6118551293,1299.004,-304.923542023,-85.3852620936,-34.07213219,19.5359461506,-48.2576229963,-14.5756851807,-30.4983783755,-3.43137431156,-18.9846557207,-72.6042149405,-59.2909036025,-14.5150748799,-159.81458469,94.4523081436,-89.8407449769,-43.9901670784,11.9025541161,-32.6287878769,-46.2178967259,-35.227671175,-65.3886463007,-6.17445641332,22.3938358239,-39.6366884239,3.14802699448,29.9318096818,-26.8069514908,18.8474190138
